title,channel,timestamp,date,hour,day_of_week,is_short,label,pred_class,brainrot_proba
How Fast Can This Spin? #lego #machine #astronomy,Grant Davis - Bricks Made Simple,2026-03-08 06:55:12.606000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.6645539512663126
Can We Sharpen 100% Obsidian?,The Original Tumbler Rolling Knife Sharpener,2026-03-08 06:54:40.262000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.7523317059114121
https://www.youtube.com/watch?v=GK9EJntNpE0,Unknown,2026-03-08 06:53:45.703000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.925039112041902
Cute things to draw when bored Part-5 #drawing #cute #cats,SUM-IT,2026-03-08 06:53:43.372000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.6730722074648833
NOT STOPPING TIL NEW WORLD RECORD,Windpress,2026-03-08 06:53:41.722000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.8332060598652379
TERE KO BHI BRIYANI KHANI HAI 😂🔥 #VIRAL #bollywood #scammerrevealed #scam1992 #scam #scamlikely,Movies_Maina,2026-03-08 06:53:38.871000+00:00,2026-03-08,6,Sunday,0,brainrot,healthy,0.49457307143808665
#foryou #viral #trending #hoteldaze #jhatu,baba_editor,2026-03-08 06:53:36.313000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.9632787255828489
how this chess board castles itself,Pygmallionaire,2026-03-08 06:53:22.798000+00:00,2026-03-08,6,Sunday,0,healthy,healthy,0.20785120031847795
TOPPER vs TOPPER 🏆 This Study Rivalry Is PURE MOTIVATION 🔥| #HelloBachhon #SocialDrama,Netflix India Shorts,2026-03-08 06:53:14.799000+00:00,2026-03-08,6,Sunday,0,healthy,healthy,0.349792160128843
Can Two Phone Books Stop a Tank?!”,True Earth Stories,2026-03-08 06:53:10.979000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.635088055422044
Watch In 0.1X 💀,En Rocks,2026-03-08 06:52:36.447000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.67186612965614
Instant 600 MPH Acceleration : Which car will survive longer - BeamNG Drive,BeamNG Salman,2026-03-08 06:52:30.290000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.7883972746409289
Which vehicle will survive an instant acceleration of 600 MPH?,BeamNG Salman,2026-03-08 06:52:28.952000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.7560931595832631
Interesting facts about Enchantments.,Donjone in English,2026-03-08 06:50:44.799000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.6971467758253312
#voiceover,KarinKato,2026-03-08 06:50:33.989000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.7228467167945205
Admins are lowkey trolling me bruv #minecraft #minecraftshorts,Roswo,2026-03-08 06:50:10.665000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.8886921637941474
I designed an Ice Chess Knight!,Pygmallionaire,2026-03-08 06:49:59.294000+00:00,2026-03-08,6,Sunday,0,healthy,healthy,0.2889428369899422
Episode-5 | Ek meeting aisi bhi! 😂,The Asstag Lite,2026-03-08 06:49:38.021000+00:00,2026-03-08,6,Sunday,0,healthy,healthy,0.21143252930870693
The Bachelors Trip Episode 2 | Next Episode On 29th January 😂,The Asstag Lite,2026-03-08 06:49:27.744000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.7914337728619093
The Bachelors Trip Episode-1  #college  #mountains #goa,The Asstag Lite,2026-03-08 06:47:39.324000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.7336125726963264
Skin care | When boys do skin care | boys skin care #skincare #skincareroutine #theboys,The Asstag Lite,2026-03-08 06:46:52.855000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.7840935589377187
Marketplace on Java????,camman18,2026-03-08 06:45:56.883000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.8203636228835616
He got a forehead tattoo for $ 250k which turned out to be April Fool's prank! ##shorts,Curio Motivation,2026-03-08 06:45:37.979000+00:00,2026-03-08,6,Sunday,1,brainrot,brainrot,0.7096443835700311
https://www.youtube.com/watch?v=RTs4eUQvgic,Unknown,2026-03-08 06:45:35.119000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.925039112041902
THE BOYS | Bachelor’s life | online food,The Asstag Lite,2026-03-08 06:45:32.392000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.7917624099942442
Sidha Naam-karan kar diya 😂 @focusedindian #youtubeindia #comedy #justneelthings #relatable #funny,Just Neel Things Shorts,2026-03-08 06:41:58.724000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.934577995992858
just neel things 🤣 (ek script kitni baar hagoge) 🤣 -| #short,Sofiya Gupta,2026-03-08 06:40:33.324000+00:00,2026-03-08,6,Sunday,1,brainrot,brainrot,0.729206359303307
Arijit Singh react funniest memes || Arijit Singh podcast|| #podcast #shorts #viral #trending,PodcastX7,2026-03-08 06:39:29.704000+00:00,2026-03-08,6,Sunday,1,brainrot,brainrot,0.9479885023711322
That Aashiq friend 🤣 Just Neel things 😂 #focusedindian #saurabhghadge #siddhantsarfare #arjitsingh,Just Neel Things Shorts,2026-03-08 06:38:19.289000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.8863249832397269
Irritating waiter 😤🤣 #focusedindian #saurabhghadge @Moody_Sarfare @Just_Neel_Things_shorts #yt,Just Neel Things Shorts,2026-03-08 06:36:42.793000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.864636743031289
When doodhwala rings Bell 🔔 and run 🏃🏻‍♂️🤬🤣| @just_neel_things,Siddhant Jadhav,2026-03-08 06:35:40.117000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.5281775764922015
"don't say ""could of"", it's ""could've"" which is the abbreviation of ""could have""",camman18,2026-03-08 06:35:27.364000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.8107113325254168
Fatshaming | Comedy Videos | #shorts #comedy #justneelthings,Funny_Fries,2026-03-08 06:35:19.718000+00:00,2026-03-08,6,Sunday,1,brainrot,brainrot,0.9587383234442245
Quick Money Hack | Comedy Videos | #shorts #comedy #justneelthings,Funny_Fries,2026-03-08 06:33:11.843000+00:00,2026-03-08,6,Sunday,1,brainrot,brainrot,0.9453670011538683
Aadat Se Majboor | Comedy Videos | #shorts #comedy #justneelthings,Funny_Fries,2026-03-08 06:32:37.589000+00:00,2026-03-08,6,Sunday,1,brainrot,brainrot,0.9543599370189219
Notice Period | Comedy Videos | #shorts #comedy #justneelthings,Funny_Fries,2026-03-08 06:32:37.124000+00:00,2026-03-08,6,Sunday,1,brainrot,brainrot,0.9578572608606833
This Glitch Will Break in Minecraft...,STEEL WING,2026-03-08 06:30:50.996000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.8436122330561563
Pizza ❌ Prantha ✅ #shortsfeed #funnyshorts #shorts #pizza #prantha,Viishu Bhandari,2026-03-08 06:30:32.089000+00:00,2026-03-08,6,Sunday,1,brainrot,brainrot,0.9415742902592666
Bro got everything except an Apple😭🍏,SpeedShor7s,2026-03-08 06:19:06.459000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.718980463206856
Soan Papdi Scam on Diwali 🙃 #shorts #funny #diwali,Dean prin,2026-03-08 06:17:29.541000+00:00,2026-03-08,6,Sunday,1,brainrot,brainrot,0.9752574505785626
Brands in Other Countries Vs in India 🇮🇳,Sachin Awasthi,2026-03-08 06:17:27.700000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.6211476787700939
Minecraft Mod Where You Actually Forge Armor,Riss,2026-03-08 06:17:26.960000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.7406645618600233
Which Shoes Will Protect Your Feet in Japan? 🦶🇯🇵,Tyler Morgan - Japan Adventures,2026-03-08 06:17:26.750000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.7123180425841227
bro added free xray to his minecraft server,Jysq,2026-03-08 06:15:53.482000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.7343235674199512
Does A Laser Lawnmower Actually Work 🤔,Zack D. Films,2026-03-08 06:15:17.712000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.7080435042469069
CLICK THE SOUND 🔊IT GIVES ME MONEY 💵💸,Zedar 2,2026-03-08 06:14:28.159000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.8193753213616803
I Tied a Rope around the Earth 🌎,Lumente Shorts,2026-03-08 06:14:04.999000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.8294852223028004
Would You Rather 💢,lilmustard,2026-03-08 06:12:05.346000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.7800161045859041
बेटी जैसी है आपकी 🤣😂 #funnyexpression,Explain Baba,2026-03-08 06:11:25.582000+00:00,2026-03-08,6,Sunday,0,healthy,healthy,0.3067934831355565
How many magnets does it take to make me float?,Tyler Csatari,2026-03-08 06:10:35.069000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.648833700173493
#shiny,Craftify Aditya,2026-03-08 06:09:56.454000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.6838516566822468
genuinely this is just cruel,Dan7,2026-03-08 06:08:50.494000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.7865977553904249
https://www.youtube.com/watch?v=eR3JYFAlQxg,Unknown,2026-03-08 06:07:59.961000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.925039112041902
#funnyexpression,AI World,2026-03-08 06:07:51.130000+00:00,2026-03-08,6,Sunday,0,healthy,healthy,0.30228343794434925
"Minecraft, But I Have Half a Heart",camman18,2026-03-08 06:07:15.439000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.9367990318999033
Bhabhiji ne toh keh ke le li😌 #TheTimeliners #Bhabhiji #Kiranewala,The Timeliners,2026-03-08 06:06:13.555000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.7462574629035847
Stop Buying Bad Vegetables!!,AlshiHacks,2026-03-08 06:06:10.722000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.6413897629615729
Did you know DHURANDHAR 2 mei 4 Ghante kya....,Cinemaan,2026-03-08 06:05:18.752000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.8206173967113312
Jo Tum Soch Rhy Ho 🥶 | Veer Editz 5.0 | 4K Edit,Veer Editz 5.0,2026-03-08 06:05:08.167000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.8327380620939813
bro thought he can steal my elytra,Kajuto,2026-03-08 06:04:15.981000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.6382459430224597
the only items i HATE,camman18,2026-03-08 06:02:20.945000+00:00,2026-03-08,6,Sunday,0,brainrot,brainrot,0.7734981358161983
Alex using her powers for evil 😈 #ModernFamily #AlexDunphy #LukeDunphy #Shorts,Peacock,2026-03-08 06:02:04.666000+00:00,2026-03-08,6,Sunday,1,brainrot,brainrot,0.8215234215179261
"Minecraft, But Crafting is Backwards...",xNestorio,2026-03-08 05:33:36.128000+00:00,2026-03-08,5,Sunday,0,brainrot,brainrot,0.9102128866099962
"Minecraft, If Crafting Was Reversed..",Graser,2026-03-08 05:32:20.778000+00:00,2026-03-08,5,Sunday,0,brainrot,brainrot,0.8198078117383859
"Minecraft, But Crafting Is Reversed…",RAWTEX.,2026-03-08 05:32:11.582000+00:00,2026-03-08,5,Sunday,0,brainrot,brainrot,0.9235400985693154
"Minecraft, But Crafting Is Reversed...",V.K.B. KHUSH,2026-03-08 05:32:01.970000+00:00,2026-03-08,5,Sunday,0,brainrot,brainrot,0.9235400985693154
Biggest Nether Portal,Nooba,2026-03-08 05:28:43.566000+00:00,2026-03-08,5,Sunday,0,brainrot,brainrot,0.7045935800136979
we all imagined doing this...,camman18,2026-03-08 05:27:44.874000+00:00,2026-03-08,5,Sunday,0,brainrot,brainrot,0.6838705982368531
i played impossible difficulty,camman18,2026-03-08 05:26:46.050000+00:00,2026-03-08,5,Sunday,0,brainrot,brainrot,0.8171341929224093
When Your Partner Has A Problem With Everything : Comedy Videos #shorts #comedy #aashishchanchalani,Funny_Fries,2026-03-08 05:25:23.628000+00:00,2026-03-08,5,Sunday,1,brainrot,brainrot,0.8750456772214579
Nation Wants To Guess with Khamba | EP8 feat @Hoezaay @uroojashfaq9701 @RahulSubramanian,Gursimran Khamba,2026-03-08 05:25:20.650000+00:00,2026-03-08,5,Sunday,0,brainrot,brainrot,0.8400927677388108
the way abish mathew guessed😂😅💪||#abishmathew#hoezaay#kennysebastian#thenationwantstoguess,#funnyworld,2026-03-08 05:24:49.433000+00:00,2026-03-08,5,Sunday,0,brainrot,brainrot,0.7506421873742732
10000 IQ Minecraft Moment Part 2 #minecraft #viral #shorts,Pixel Player,2026-03-08 05:24:48.715000+00:00,2026-03-08,5,Sunday,1,brainrot,brainrot,0.9140268719242919
Hum chuna lagane ka kam karte hai,Mr. Limo,2026-03-08 05:21:02.634000+00:00,2026-03-08,5,Sunday,0,healthy,healthy,0.2462043730811658
Bullet Raja | Comedy Videos | #shorts #comedy #justneelthings,Funny_Fries,2026-03-08 05:19:36.903000+00:00,2026-03-08,5,Sunday,1,brainrot,brainrot,0.9462792409932929
"Priyanka Chopra Jonas 's CONFESSION SHOCKS Everyone 👀| Akshay Kumar, Amitabh Bachchan #comedy #movie",Prime Video India,2026-03-08 05:15:53.423000+00:00,2026-03-08,5,Sunday,0,brainrot,brainrot,0.5414708599232783
“Why Sanskrit Is Disappearing?” #sanskrit #vedic #upnishad #sanatandharma #shorts,Krishna,2026-03-08 05:14:56.093000+00:00,2026-03-08,5,Sunday,1,brainrot,brainrot,0.8418418118106229
end portal blends with end stone,Prism,2026-03-08 05:14:27.624000+00:00,2026-03-08,5,Sunday,0,brainrot,brainrot,0.7175993458000333
Never ever play this game with BOYS. #Shorts #ashishchanchlani #acv  #comedy,ashish chanchlani vines,2026-03-08 05:14:23.723000+00:00,2026-03-08,5,Sunday,1,brainrot,brainrot,0.7516968126957315
"Damad Ji Is Back In Phulera ft. Jitendra Kumar, Faisal Malik | Panchayat | #primevideoindia",Prime Video India,2026-03-08 05:06:16.532000+00:00,2026-03-08,5,Sunday,0,healthy,healthy,0.2753501649094727
You’re Enchanting Armor Wrong in Minecraft #minecraft,Sparrow,2026-03-08 04:45:48.914000+00:00,2026-03-08,4,Sunday,0,brainrot,brainrot,0.8223250505086573
"“Sri Lanka mein ek fight hai, aaoge🔥| Aavesham Edit | Boys Attitude Status |#shortsfeed #trending",Hamare_Ram_ji,2026-03-08 04:45:45.324000+00:00,2026-03-08,4,Sunday,1,brainrot,brainrot,0.7669738737206236
bro it was just a prank #usa,Remington,2026-03-08 04:45:05.484000+00:00,2026-03-08,4,Sunday,0,brainrot,brainrot,0.7829733500718804
Ab Isi super bike se jaunga office #shorts #shortsfeed,The GaGan,2026-03-08 04:45:02.638000+00:00,2026-03-08,4,Sunday,1,brainrot,brainrot,0.9230134880839357
panchayat funny scene.photo. #panchayat #funny #viral #comedy #trending #trendingshorts #viral #fyp,Cinematic Chronicles,2026-03-08 04:44:56.662000+00:00,2026-03-08,4,Sunday,0,brainrot,brainrot,0.8956481071550174
#funnyexpression,Raushan Editz,2026-03-08 04:44:21.776000+00:00,2026-03-08,4,Sunday,0,brainrot,brainrot,0.8042229737901078
One Shot Player Holding Two Totems Explained,Prism,2026-03-08 04:43:40.705000+00:00,2026-03-08,4,Sunday,0,healthy,healthy,0.17440214866772763
#rollingmill,Not_Anish12,2026-03-08 04:43:25.001000+00:00,2026-03-08,4,Sunday,0,brainrot,healthy,0.40205409774304157
Pushpa ka faisla mandir ka Parsad! #shorts #shortsfeed,Shan,2026-03-08 04:43:20.486000+00:00,2026-03-08,4,Sunday,1,brainrot,brainrot,0.9032958060005365
Mohabbat Hai Ye Is Liye | Comedy Videos #shorts #comedy,Funny_Fries,2026-03-08 04:42:39.938000+00:00,2026-03-08,4,Sunday,1,brainrot,brainrot,0.831976094368556
Kabir Vs Amit🔥 #kabirsingh #shahidkapoor #kiaraadvani,Aven Cuts,2026-03-08 04:41:46.881000+00:00,2026-03-08,4,Sunday,0,brainrot,brainrot,0.7768670567758286
जरा देर लगेगा 🥹#comedy #trending #youtube #funny #viralvideo #trendingshorts #youtubeshorts #reels,Trending comedy83,2026-03-08 04:41:44.958000+00:00,2026-03-08,4,Sunday,0,brainrot,brainrot,0.922429455460205
Imagine you're walking on a runway  #fashion #runway #shorts #trending #edit #model,Klior,2026-03-08 04:41:38.772000+00:00,2026-03-08,4,Sunday,1,brainrot,brainrot,0.9597050396272463
I Found The Real Herobrine In Minecraft...,STEEL WING,2026-03-08 04:40:00.613000+00:00,2026-03-08,4,Sunday,0,brainrot,brainrot,0.6957779451716206
#funnyexpression,Raushan Editz,2026-03-08 04:39:11.186000+00:00,2026-03-08,4,Sunday,0,brainrot,brainrot,0.8042229737901078
Family 🥰 #support #happiness #marriage #lifequotes #lifelessons #bematured #bestrong #strongwomen,Matured Women Words,2026-03-08 04:38:09.188000+00:00,2026-03-08,4,Sunday,0,brainrot,brainrot,0.8952136397723884
https://www.youtube.com/watch?v=iYE51D8cyrE,Unknown,2026-03-08 04:37:45.292000+00:00,2026-03-08,4,Sunday,0,brainrot,brainrot,0.925039112041902
जब इंसानों ने इंतज़ार करना छोड़ दिया… आसमान भड़क उठा,Story Explainer Studio,2026-03-08 03:58:47.802000+00:00,2026-03-08,3,Sunday,0,healthy,healthy,0.39238163517412955
This 1-Second Dhurandhar 2 Scene 😨Changes Everything!,ScoopDRS,2026-03-08 03:57:58.482000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.6738583618713017
More Than Just A Teacher❤️ || #tvf #teacher #class,TVF Diaries,2026-03-08 03:56:55.197000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.5724535628547215
"Had Us In The First Half 👀 ft. Jitendra Kumar, Shriya Pilgaonkar | Dry Day | #primevideoindia",Prime Video India,2026-03-08 03:55:03.385000+00:00,2026-03-08,3,Sunday,0,brainrot,healthy,0.46738328266953194
New Car😎 | Yash Lalwani @naisuonly  #shorts #porsche #pune,Yash Lalwani,2026-03-08 03:54:59.393000+00:00,2026-03-08,3,Sunday,1,brainrot,brainrot,0.9451172406177536
Slow Closing Doors | Comedy Videos | #shorts #comedy #justneelthings,Funny_Fries,2026-03-08 03:53:47.822000+00:00,2026-03-08,3,Sunday,1,brainrot,brainrot,0.9424276705361205
Proof I will watch anything all the way through #wtf #memes #jokes #memesdaily,Viral Shorts,2026-03-08 03:52:24.633000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.9092317743476261
Ek Nayi Problem 👀 | Arshad Warsi | Fraud Saiyaan | #primevideoindia #movie #comedy #viral #trending,Prime Video India,2026-03-08 03:51:31.236000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.7886028724849532
💥Coffee Dene Ke Liya Bhul Gaya 😲 #viralvideos#trendingreels#sauthindian,Film wala Ansary0.2,2026-03-08 03:51:17.505000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.73107416751576
https://www.youtube.com/watch?v=fg5x8XhMWXk,Unknown,2026-03-08 03:48:07.648000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.925039112041902
#dub,Not Craft,2026-03-08 03:47:16.836000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.8238935857455807
When you’re on vacation with a sanskari friend | Sawan Koull #friend #vacation #comedy #relatable,Sawan Koull,2026-03-08 03:47:16.133000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.8697383410616817
Khud ko doctor samajhte hain #tvf #kotafactory #motivation,TVF Diaries,2026-03-08 03:44:33.218000+00:00,2026-03-08,3,Sunday,0,healthy,healthy,0.31239094840149145
"दो दिन बाद बिजली वापस काट लेना"" 🤣  #Nayak",aka aryan ji,2026-03-08 03:44:09.663000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.5945336521519968
PART 1 || राजे हुये गुस्सा🔱👑🚩|| #shiva #subedar #history #daily #shorts,GANA MANE,2026-03-08 03:44:06.421000+00:00,2026-03-08,3,Sunday,1,brainrot,brainrot,0.7025085656496951
#funnyexpression,Raushan Editz,2026-03-08 03:42:55.959000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.8042229737901078
After taking Science💀 #cuet #science #relatable #shortsfeed,CUET HubX,2026-03-08 03:42:37.966000+00:00,2026-03-08,3,Sunday,1,brainrot,healthy,0.4386710346908133
No need to return that🤧❤️ #shortsfeed #youtubeshorts #trending #explore #bestmoments #drama #edit,Sailu_Food_vlog,2026-03-08 03:41:54.420000+00:00,2026-03-08,3,Sunday,1,brainrot,brainrot,0.8722314545626962
#foryou #viral #trending #scam1992 #webseries,baba_editor,2026-03-08 03:41:03.065000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.9581270383277524
https://www.youtube.com/watch?v=O3k3caqxEtQ,Unknown,2026-03-08 03:40:26.414000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.925039112041902
"POLITICIAN+ENGINEER+CONTRACTOR DISCUSSION,😅#india #politics #indianpolitics #indianpolitician",I AM KUNDAN 999,2026-03-08 03:40:25.435000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.6597932052948431
|Jaat Bhai Ka Motivation 🔥| Hostel Daze🎬 #hosteldaze #jee #neet #neetmotivation #pw #jhantu #shorts,JeeAspirants02,2026-03-08 03:39:09.539000+00:00,2026-03-08,3,Sunday,1,brainrot,brainrot,0.8399003079396918
Why Limousine cars failed in India?,Thebeamgarage,2026-03-08 03:39:05.907000+00:00,2026-03-08,3,Sunday,0,healthy,healthy,0.18482434419156615
Shastra Pujan | Comedy Videos | #shorts #comedy #justneelthings,Funny_Fries,2026-03-08 03:38:28.750000+00:00,2026-03-08,3,Sunday,1,brainrot,brainrot,0.9587383234442245
Phulera Ke Sachiv Ji Aur Vikas Ki Jodi Best Toh Hai 🤣 | Panchayat Season 4 | #primevideoindia,Prime Video India,2026-03-08 03:38:13.084000+00:00,2026-03-08,3,Sunday,0,healthy,healthy,0.11605788828303175
"The ""Spike"" Update is Genius☠️",mogilaprime,2026-03-08 03:37:41.868000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.7233673495332713
दक्खन से फिर एक तूफान उड़ कर आया है।🚩🚩🙏🙏🔥🔥 #sambhajimaharaj #chhava #4kstatus #bollywood #shorts,Film Universe,2026-03-08 03:37:29.904000+00:00,2026-03-08,3,Sunday,1,brainrot,brainrot,0.9186927565000215
Chaddi bhi chura Li🤣😂 #akshaykumar #bollywoodactor #akshayfans,khiladi_Nitin,2026-03-08 03:36:22.617000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.5809753853903898
middle class students struggle . gareeb ladka aur uska doctor banne ka sapna . #shorts,SOUL SYNC EDITS,2026-03-08 03:35:28.704000+00:00,2026-03-08,3,Sunday,1,brainrot,brainrot,0.8171148306027122
Mera Client Ladki Hai 😂 || NV Editx #shorts #youtubeshorts #trending #viral,EDITR VANSH,2026-03-08 03:34:31.093000+00:00,2026-03-08,3,Sunday,1,brainrot,brainrot,0.9058984342856973
"Uninvited Guests Be Like 👀 | Akshay Kumar, Diljit Dosanjh, Kareena Kapoor Khan, Kiara Advani #movie",Prime Video India,2026-03-08 03:33:51.429000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.5391881332992335
This was a company where floors were assigned by age.,Movie.33us,2026-03-08 03:32:41.524000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.6549790592693793
When Mom & Dad visits your rented flat  #comedy in collaboration with @Ajaywhines,Kajal Chauhan,2026-03-08 03:32:31.464000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.602322845452456
#foryou #viral #trending #scam1992 #webseries,baba_editor,2026-03-08 03:31:29.394000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.9581270383277524
Binod Sab Jaanta Hai 😂 | Panchayat Season 3 | #primevideoindia,Prime Video India,2026-03-08 03:30:18.499000+00:00,2026-03-08,3,Sunday,0,healthy,healthy,0.16043807616528596
Socha tha Abhilash banega fool par unhone scammer ko hi kar diya school#TVF #MainMoorkhNahiHoon #UPI,The Viral Fever,2026-03-08 03:27:51.961000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.6918862834004605
NEVER Ever Drink RAW Sea Water EVER #shorts,FactTechz,2026-03-08 03:27:38.534000+00:00,2026-03-08,3,Sunday,1,brainrot,brainrot,0.8660870994786365
North Korea vs USA!! Kim Jong Un's INSANE POWER Explained! #shorts,FactTechz,2026-03-08 03:27:36.721000+00:00,2026-03-08,3,Sunday,1,brainrot,brainrot,0.782360313605208
He Could Read Two Pages At Once 😮,Zack D. Films,2026-03-08 03:26:39.025000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.7329720833223072
GYM MISTAKES || GYM HACKS - PART 1,Love Sweat Fitness,2026-03-08 03:26:11.940000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.6781510831357063
AMBANI KA SECURITY GUARD #shorts,Ankur Agarwal vines,2026-03-08 03:25:06.085000+00:00,2026-03-08,3,Sunday,1,brainrot,brainrot,0.8524185641269241
BGMI Solo Showdown Against PRO Players! رحلة كونكر بحسابي : بث ببجي موبايل,PUBG OP JATT,2026-03-08 03:25:05.297000+00:00,2026-03-08,3,Sunday,0,healthy,healthy,0.3418636814617452
Corporate Brotherhood | Comedy Videos | #shorts #comedy #justneelthings,Funny_Fries,2026-03-08 03:23:27.131000+00:00,2026-03-08,3,Sunday,1,brainrot,brainrot,0.9394678165982133
🔥Dhurandhar 2 The Revenge Status🔥||  #shorts,ISHQIYANA OFFICIAL,2026-03-08 03:23:04.951000+00:00,2026-03-08,3,Sunday,1,brainrot,brainrot,0.8182095674132644
#foryou #viral #trending #scam1992 #webseries,baba_editor,2026-03-08 03:22:33.245000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.9581270383277524
Minecraft’s Secret Laser Cannon☠️,mogilaprime,2026-03-08 03:21:42.881000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.8127219360335523
How Only ₹9 SHAKED Entire INDIA! The 9.34 Loan Incident #shorts,FactTechz,2026-03-08 03:20:50.552000+00:00,2026-03-08,3,Sunday,1,brainrot,brainrot,0.8554602644412904
#funnyexpression,Motivational Crazy,2026-03-08 03:19:56.287000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.6949197669455772
SSC CGL MAINS mock test score marks mains mock shift tier 2 ##cgl ##ssc #ssccgl #sscmts #rrbntpc #yt,Once upon a time,2026-03-08 03:19:07.704000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.5254419423687224
Jitu Bhaiya Ki Baate #tvf #kotafactory #motivation,TVF Diaries,2026-03-08 03:18:06.454000+00:00,2026-03-08,3,Sunday,0,healthy,healthy,0.16876953231939557
Our SUPERHERO 🥰 #mother #womensday #strongwomen #lifequotes #lifelessons #society #happiness #foryou,Matured Women Words,2026-03-08 03:17:04.039000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.8741209412942582
#foryou #viral #trending #hoteldaze #jhatu,baba_editor,2026-03-08 03:16:04.365000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.9632787255828489
https://www.youtube.com/watch?v=mD3WXSZV4LA,Unknown,2026-03-08 03:16:02.914000+00:00,2026-03-08,3,Sunday,0,brainrot,brainrot,0.925039112041902
